chrom	pos_min	pos_mid	pos_max	pos_range	sample	cross
Pf3D7_14_v3	1024735	1025272	1025809	1074	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_14_v3	1053268	1053974	1054681	1413	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_14_v3	1103421	1103918	1104415	994	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_14_v3	1118979	1120007	1121035	2056	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_14_v3	1121035	1122196	1123357	2322	DEV_18_05_11/PG0081-CW/ERR045633	7g8_gb4
Pf3D7_14_v3	1125674	1126162	1126650	976	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_14_v3	1128766	1129872	1130978	2212	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_14_v3	1134418	1135222	1136026	1608	7C111/PG0038-C/ERR015457	hb3_dd2
Pf3D7_14_v3	1134418	1135222	1136026	1608	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_14_v3	1141842	1142879	1143916	2074	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_14_v3	1159282	1160665	1162048	2766	X30/PG0068-C/ERR019065	3d7_hb3
Pf3D7_14_v3	1160309	1160927	1161546	1237	KB8/PG0104-C/ERR029148	7g8_gb4
Pf3D7_14_v3	1164263	1165495	1166727	2464	7C188/PG0030-C/ERR019046	hb3_dd2
Pf3D7_14_v3	1206467	1208654	1210842	4375	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_14_v3	1213897	1214123	1214350	453	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_14_v3	1216063	1217563	1219064	3001	AL2_13_05_11/PG0103-CW/ERR045627	7g8_gb4
Pf3D7_14_v3	1312411	1313833	1315255	2844	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_14_v3	1329293	1331019	1332746	3453	CH3_61/PG0033-Cx/ERR175544	hb3_dd2
Pf3D7_14_v3	1359797	1360656	1361515	1718	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_14_v3	1360569	1363014	1365460	4891	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_14_v3	1362569	1364110	1365651	3082	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_14_v3	1380289	1382685	1385082	4793	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_14_v3	1395872	1397341	1398811	2939	7C170/PG0041-C/ERR015446	hb3_dd2
Pf3D7_14_v3	1426598	1428840	1431083	4485	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_14_v3	1426598	1428840	1431083	4485	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_14_v3	1437997	1439486	1440975	2978	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_14_v3	1458378	1459157	1459936	1558	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
Pf3D7_14_v3	1473620	1475485	1477351	3731	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_14_v3	1477351	1477516	1477681	330	7C101/PG0074-C/ERR019048	hb3_dd2
Pf3D7_14_v3	1494118	1494792	1495466	1348	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_14_v3	1497387	1498449	1499511	2124	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_14_v3	1499511	1499706	1499901	390	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_14_v3	1545004	1545343	1545683	679	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_14_v3	1553359	1554400	1555441	2082	7C12/PG0035-Cx/ERR037704	hb3_dd2
Pf3D7_14_v3	1580941	1582942	1584943	4002	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_14_v3	1605677	1606133	1606589	912	KA6/PG0091-C/ERR027117	7g8_gb4
Pf3D7_14_v3	1610734	1610749	1610765	31	SC05/PG0019-C/ERR019051	hb3_dd2
Pf3D7_14_v3	1653142	1654476	1655810	2668	JON/PG0107-C/ERR029408	7g8_gb4
Pf3D7_14_v3	1693554	1694391	1695228	1674	LA10/PG0086-C/ERR029090	7g8_gb4
Pf3D7_14_v3	1702551	1702930	1703309	758	WF12/PG0097-C/ERR027109	7g8_gb4
Pf3D7_14_v3	1703484	1703991	1704499	1015	X30/PG0068-C/ERR019065	3d7_hb3
Pf3D7_14_v3	1753445	1754432	1755419	1974	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_14_v3	1763605	1763686	1763767	162	KA6/PG0091-C/ERR027117	7g8_gb4
Pf3D7_14_v3	1793473	1794739	1796005	2532	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_14_v3	1806673	1806838	1807003	330	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_14_v3	1808902	1810820	1812739	3837	QC13/PG0016-C/ERR012895	hb3_dd2
Pf3D7_14_v3	1835376	1836605	1837834	2458	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_14_v3	1852794	1853519	1854245	1451	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_14_v3	1885760	1886130	1886500	740	GC06/PG0028-C/ERR015456	hb3_dd2
Pf3D7_14_v3	1900602	1902843	1905085	4483	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_14_v3	1933659	1934377	1935095	1436	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_14_v3	1942419	1944082	1945745	3326	QC01/PG0017-C/ERR019050	hb3_dd2
Pf3D7_14_v3	1988165	1988583	1989001	836	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_14_v3	1991459	1991648	1991837	378	7C170/PG0041-C/ERR015446	hb3_dd2
Pf3D7_14_v3	1995715	1995760	1995806	91	XD8_13_05_11/PG0105-CW/ERR045628	7g8_gb4
Pf3D7_14_v3	1999655	1999909	2000164	509	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_14_v3	2003274	2003750	2004226	952	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_14_v3	2031199	2031642	2032086	887	XP9/PG0057-C/ERR019069	3d7_hb3
Pf3D7_14_v3	2042768	2043361	2043954	1186	CH3_116/PG0032-Cx/ERR037703	hb3_dd2
Pf3D7_14_v3	2057248	2058032	2058816	1568	KH7/PG0088-C/ERR027111	7g8_gb4
Pf3D7_14_v3	2069591	2070112	2070633	1042	X33/PG0069-C/ERR019055	3d7_hb3
Pf3D7_14_v3	2084979	2086163	2087347	2368	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_14_v3	2110606	2111710	2112815	2209	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_14_v3	2162990	2164709	2166429	3439	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_14_v3	2168032	2168886	2169740	1708	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_14_v3	2218968	2220050	2221133	2165	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_14_v3	2223988	2225196	2226405	2417	GC03/PG0021-C/ERR015447	hb3_dd2
Pf3D7_14_v3	2227043	2229316	2231590	4547	DAN/PG0098-C/ERR027110	7g8_gb4
Pf3D7_14_v3	2265439	2265759	2266080	641	7C3/PG0034-C/ERR019047	hb3_dd2
Pf3D7_14_v3	2266958	2268077	2269197	2239	7C20/PG0037-C/ERR015451	hb3_dd2
Pf3D7_14_v3	2283185	2284414	2285644	2459	7C421/PG0043-C/ERR015459	hb3_dd2
Pf3D7_14_v3	2290684	2291717	2292750	2066	XP4/PG0054-C/ERR019062	3d7_hb3
Pf3D7_14_v3	2313295	2313588	2313881	586	XP5/PG0055-C/ERR019066	3d7_hb3
Pf3D7_14_v3	2317482	2318224	2318967	1485	X39/PG0071-C/ERR019074	3d7_hb3
Pf3D7_14_v3	2341670	2341955	2342241	571	QC01/PG0017-C/ERR019050	hb3_dd2
Pf3D7_14_v3	2345788	2346789	2347791	2003	7C101/PG0074-C/ERR019048	hb3_dd2
Pf3D7_14_v3	2349814	2350315	2350817	1003	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_14_v3	2356428	2357283	2358138	1710	7C126/PG0047-C/ERR015452	hb3_dd2
Pf3D7_14_v3	2358138	2359202	2360266	2128	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_14_v3	2371996	2372675	2373355	1359	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_14_v3	2387682	2387774	2387866	184	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_14_v3	2424738	2425525	2426312	1574	QC34/PG0026-C/ERR015453	hb3_dd2
Pf3D7_14_v3	2479859	2480542	2481226	1367	7C408/PG0031-C/ERR015458	hb3_dd2
Pf3D7_14_v3	2508075	2509468	2510862	2787	7C424/PG0044-C/ERR019043	hb3_dd2
Pf3D7_14_v3	2508075	2509468	2510862	2787	QC01/PG0017-C/ERR019050	hb3_dd2
Pf3D7_14_v3	2516182	2517016	2517850	1668	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_14_v3	2524980	2525297	2525614	634	TF1/PG0080-C/ERR027103	7g8_gb4
Pf3D7_14_v3	2525230	2526445	2527660	2430	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_14_v3	2537558	2537713	2537868	310	QC23/PG0045-C/ERR012892	hb3_dd2
Pf3D7_14_v3	2559323	2560115	2560908	1585	1BB5/PG0023-C/ERR015449	hb3_dd2
Pf3D7_14_v3	2563991	2564610	2565230	1239	JC9_18_05_11/PG0111-CW/ERR045634	7g8_gb4
Pf3D7_14_v3	2630924	2631903	2632883	1959	X5/PG0063-C/ERR019060	3d7_hb3
Pf3D7_14_v3	2635577	2636539	2637502	1925	JB12/PG0099-C/ERR029146	7g8_gb4
Pf3D7_14_v3	2695923	2696690	2697458	1535	X44/PG0072-C/ERR019057	3d7_hb3
Pf3D7_14_v3	2705589	2705756	2705923	334	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_14_v3	2795984	2798707	2801431	5447	QF5/PG0078-C/ERR029092	7g8_gb4
Pf3D7_14_v3	2799681	2800399	2801118	1437	TC05/PG0027-C/ERR015450	hb3_dd2
Pf3D7_14_v3	2808722	2809624	2810527	1805	X11/PG0066-C/ERR019072	3d7_hb3
Pf3D7_14_v3	2815844	2817285	2818726	2882	7C7/PG0048-C/ERR019049	hb3_dd2
Pf3D7_14_v3	2831763	2832135	2832507	744	QC01/PG0017-C/ERR019050	hb3_dd2
Pf3D7_14_v3	2862049	2862354	2862659	610	XP24/PG0058-C/ERR019063	3d7_hb3
Pf3D7_14_v3	2866225	2866421	2866618	393	D43/PG0029-Cx/ERR107474	hb3_dd2
Pf3D7_14_v3	2870555	2871114	2871674	1119	WC4/PG0082-C/ERR029093	7g8_gb4
Pf3D7_14_v3	2879426	2879887	2880349	923	NF10/PG0096-C/ERR027108	7g8_gb4
Pf3D7_14_v3	2880349	2880987	2881626	1277	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_14_v3	2918951	2919851	2920751	1800	X35/PG0070-C/ERR019056	3d7_hb3
Pf3D7_14_v3	2918951	2923899	2928848	9897	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_14_v3	2926786	2927817	2928848	2062	JC9_18_05_11/PG0111-CW/ERR045634	7g8_gb4
Pf3D7_14_v3	2947860	2948766	2949672	1812	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_14_v3	2962718	2964022	2965326	2608	B1SD/PG0015-C/ERR019044	hb3_dd2
Pf3D7_14_v3	2963755	2964670	2965586	1831	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_14_v3	2998410	2998914	2999418	1008	XF12/PG0102-C/ERR029143	7g8_gb4
Pf3D7_14_v3	3010607	3011687	3012767	2160	XE7/PG0106-C/ERR029407	7g8_gb4
Pf3D7_14_v3	3031269	3032460	3033652	2383	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_14_v3	3049910	3050549	3051189	1279	7C183/PG0042-C/ERR015448	hb3_dd2
Pf3D7_14_v3	3067464	3068696	3069929	2465	7C16/PG0036-C/ERR015455	hb3_dd2
Pf3D7_14_v3	3073884	3074036	3074188	304	SC01/PG0025-C/ERR019045	hb3_dd2
Pf3D7_14_v3	3085089	3095123	3105157	20068	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_14_v3	3112009	3113249	3114489	2480	XG10/PG0109-C/ERR029405	7g8_gb4
Pf3D7_14_v3	3117289	3117315	3117342	53	3BA6/PG0022-Cx/ERR126027	hb3_dd2
Pf3D7_14_v3	3140410	3141114	3141818	1408	TF1/PG0080-C/ERR027103	7g8_gb4
Pf3D7_14_v3	3182995	3184608	3186221	3226	3BA6/PG0022-Cx/ERR126027	hb3_dd2
Pf3D7_14_v3	3200082	3201124	3202166	2084	X2/PG0061-C/ERR019059	3d7_hb3
Pf3D7_14_v3	3222804	3224288	3225773	2969	NIC_18_05_11/PG0095-CW/ERR045631	7g8_gb4
